Season,Name,Team,Level,Age,G,PA,AVG,BB%,K%,ISO,BABIP,wRAA,wOBA,wRC+,LD%,GB%,FB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,PlayerId
2014,"Corey Jones","DET","AA",26,113,453,0.30361446,0.05298013,0.1611479,0.12048193,0.35483871,7.734232111269413,0.3475004830179873,114.58690753601842,0.19883041,0.51169591,0.28947368,0.44985673,0.20916905,0.34097421,0.08343949,1570,"sa546893"
2015,"Corey Jones","DET","AA",27,21,89,0.29333333,0.11235955,0.07865169,0.05333334,0.31884058,2.1796814756112033,0.3506631670373209,122.3810290666859,0.26470588,0.38235294,0.35294118,0.39130435,0.26086957,0.34782609,0.05555556,360,"sa546893"
2016,"Corey Jones","DET","AA",28,103,435,0.28756477,0.08505747,0.11954023,0.12435233,0.31402439,9.12570392896794,0.35397791284336505,118.10081075733576,0.25454545,0.44242424,0.3030303,0.40532544,0.25443787,0.34023669,0.06149068,1610,"sa546893"
2016,"Joan Gregorio","SFG","AA",24,5,10,0.3,0,0.2,0.1,0.375,-0.1056381860844867,0.31357474327087403,90.88531119322981,0.14285714,0.57142857,0.28571429,0.5,0.375,0.125,0.06896552,29,"sa547815"
2021,"Rodrigo Vigil","TOR","AA",28,14,51,0.27659574,0.01960784,0.21568627,0.0425532,0.36111111,-1.0275546817584162,0.30074319652482573,84.30216043378958,0.08333333,0.61111111,0.30555556,0.52777778,0.19444444,0.27777778,0.18857143,175,"sa547818"
2017,"Armando Araiza","BAL","AA",24,4,18,0.26666667,0.16666667,0.22222222,0.06666666,0.36363636,0.2101040084418134,0.34256768888897365,109.99894267322281,0.36363636,0.27272727,0.36363636,0.54545455,0.36363636,0.09090909,0.07246377,69,"sa547843"
2018,"Armando Araiza","BAL","AA",25,22,60,0.12727273,0.06666667,0.3,0.07272727,0.18918919,-6.284332258417984,0.19238510429859162,12.026753938315169,0.2,0.4,0.4,0.7027027,0.18918919,0.10810811,0.10655738,244,"sa547843"
2014,"Charlie Valerio","CLE","AA",23,9,30,0.25925926,0.1,0.23333333,0,0.35,-0.9669804205678483,0.2848028918107351,72.4614761887603,0.42105263,0.36842105,0.21052632,0.4,0.35,0.25,0.11881188,101,"sa547851"
2017,"Juan De La Cruz","CLE","AA",23,12,35,0.13333333,0.08571429,0.25714286,0.03333334,0.19047619,-3.9181223424856575,0.18685510303034927,4.103624317820858,0.14285714,0.42857143,0.42857143,0.42857143,0.14285714,0.42857143,0.18382353,136,"sa547855"
2016,"Luigi Rodriguez","CLE","AA",23,42,170,0.22151899,0.04705882,0.32352941,0.11392405,0.31683168,-7.0198285317575,0.27421315922539613,64.37142169477832,0.19607843,0.44117647,0.3627451,0.35238095,0.31428571,0.33333333,0.20853859,609,"sa547914"
